asteroid_diameter_km,asteroid_mass_kg,composition_type,metal_concentration_pct,water_ice_content_pct,delta_v_km_s,distance_au,orbital_period_years,spin_rate_hours,estimated_market_value_usd,extraction_tech_readiness,regulatory_risk_score,mining_viability,viability_score_composite,roi_estimate_log
1.2,4844545375298.0,M-type,60.76,0.35,6.31,1.93,2.61,17.93,18188072331.0,2,0.342,1,0.3761693650793651,9.472345489516984e-05
0.8,715864678905.0,S-type,14.79,5.03,4.75,1.65,2.03,6.16,807539838.0,1,0.39,0,0.21750396825396826,1.9975543448683847e-06
30.37,2.023708605455884e+16,C-type,5.17,18.51,6.87,1.89,2.56,43.0,4468640657044.0,6,0.243,0,0.24473380952380952,0.0016923380550687434
1.62,3083277214058.0,C-type,6.09,26.97,5.33,1.84,2.43,18.09,540309971.0,6,0.353,1,0.2957938095238095,4.078377556147577e-07
1.36,1833160374151.0,C-type,4.61,14.49,4.56,1.53,1.79,9.76,729281458.0,4,0.554,0,0.24121158730158732,6.390660578585709e-07
0.34,27955243526.0,C-type,4.38,29.85,4.77,0.9,0.93,13.3,9204438.0,2,0.061,1,0.2611493650793651,9.325691103809634e-09
2.08,6519460480390.0,C-type,3.29,36.49,8.54,3.15,5.59,25.09,1344994073.0,3,0.212,0,0.23396333333333336,1.4620169195987814e-07
0.92,555398535764.0,C-type,7.93,17.58,7.1,1.88,2.7,14.14,342246510.0,6,0.19,0,0.24969809523809522,1.8694032341884078e-07
32.15,2.40119881839295e+16,C-type,6.19,30.3,8.58,2.87,4.77,66.53,6929846567125.0,4,0.177,0,0.2375330158730159,0.0015045339115992463
15.06,2466105432877149.0,C-type,6.86,34.05,4.27,0.94,0.74,30.23,784742961836.0,5,0.301,1,0.3241455555555556,0.0015207708939938471
1.96,10725003690034.0,S-type,25.43,2.86,3.87,1.29,1.47,17.99,12249080077.0,9,0.071,1,0.3550142857142857,9.081816037785661e-05
66.88,2.161705189983927e+17,C-type,1.07,26.76,5.09,1.47,1.97,5.76,26528139731152.0,5,0.366,1,0.2674012698412699,0.004425849489366467
14.56,4377682722951509.0,S-type,13.21,4.92,4.37,1.09,1.19,10.83,2342695748733.0,8,0.089,0,0.29406031746031747,0.007723804357759362
3.03,20199562285938.0,C-type,10.68,16.78,6.69,2.46,4.17,17.87,9373722541.0,2,0.327,0,0.21971079365079366,6.464777897707532e-06
0.22,8044178171.0,C-type,2.26,30.52,5.92,1.62,2.1,6.31,1430587.0,6,0.158,1,0.2826952380952381,3.521097155987134e-10
70.04,2.483134596204525e+17,C-type,9.8,17.94,5.96,2.05,2.96,34.29,93428389622310.0,6,0.605,0,0.2745438095238095,0.08112907562814857
0.85,437181444804.0,C-type,6.29,25.9,5.58,1.37,1.39,5.59,130695052.0,5,0.482,1,0.27870126984126986,1.1140200909516181e-07
0.62,341804467618.0,S-type,24.99,4.0,9.1,2.93,5.05,7.32,255167790.0,6,0.221,0,0.24862666666666666,1.9593712475842845e-07
15.29,2581968757004189.0,C-type,7.53,24.18,7.36,2.59,4.19,7.77,1320546893055.0,5,0.254,0,0.2530726984126984,0.0005111963180494102
83.74,8.331989384750333e+17,S-type,22.83,4.37,8.27,2.42,3.72,22.09,909182344041075.0,2,0.476,1,0.2085093650793651,0.6352006052096937
23.6,9494197128978698.0,C-type,0.81,28.32,5.5,1.93,2.67,6.4,616354428461.0,5,0.497,0,0.265184126984127,5.6326181349326997e-05
8.82,495281727920017.0,C-type,9.0,20.39,8.2,3.15,5.59,2.89,167834537314.0,1,0.571,0,0.19113825396825398,5.412978341859848e-05
9.15,1086845433488797.0,S-type,11.93,3.02,8.1,2.61,4.19,29.09,763681657859.0,3,0.569,0,0.17439904761904762,0.0003845847416250127
12.48,2757873148069705.0,S-type,17.3,2.4,7.21,1.76,2.55,8.54,1828105778406.0,7,0.188,1,0.2511777777777778,0.0022018594709461363
11.14,3852920238258553.0,M-type,64.57,0.05,6.72,1.43,1.67,5.18,27798204280538.0,4,0.398,1,0.4068744444444445,0.15149255940340864
6.28,178992345450532.0,C-type,5.22,27.76,7.85,1.62,2.08,6.66,27228650461.0,8,0.315,0,0.28090603174603174,8.803474353838302e-06
5.08,94649243973071.0,C-type,7.54,17.42,7.11,2.24,3.32,48.11,35318765756.0,3,0.553,0,0.21418190476190474,1.6258823705393653e-05
4.16,101960327451873.0,S-type,12.88,2.4,4.75,0.94,0.99,7.2,88862549318.0,7,0.471,1,0.26864063492063495,0.00026145015744225486
1.81,4309325502247.0,C-type,11.1,26.72,4.49,1.26,1.44,11.04,2065974923.0,2,0.202,1,0.2826393650793651,5.033218803314019e-06
3.2,91287461322251.0,M-type,45.29,0.54,8.01,3.13,5.51,8.52,298111728265.0,8,0.534,1,0.3572403174603175,0.0005093961760937361
0.59,288019964638.0,S-type,9.53,3.55,8.82,2.8,4.49,4.54,153244944.0,3,0.093,0,0.15610333333333332,4.940356371725521e-08
3.98,45651262344418.0,C-type,1.77,29.71,5.48,1.63,2.1,6.72,10021539360.0,6,0.278,1,0.2845909523809524,2.2458996617500294e-06
1.37,3636388670828.0,S-type,20.66,6.7,13.23,4.5,9.51,4.3,3205295397.0,2,0.352,0,0.1359622222222222,6.878850165848528e-07
1.19,2403671859240.0,S-type,18.38,2.24,6.62,2.54,4.04,26.17,1328305252.0,7,0.562,1,0.26344634920634924,1.5737067739660567e-06
5.56,124296875314566.0,C-type,2.57,29.0,7.26,1.89,2.48,13.21,15046272232.0,4,0.216,0,0.23801015873015874,2.538577363736566e-06
23.82,1.917048781204246e+16,S-type,9.03,4.06,7.64,2.82,4.88,88.78,14027111201287.0,6,0.363,0,0.20582380952380952,0.005664678418976521
13.49,1774002722256996.0,C-type,7.62,15.36,4.98,1.4,1.75,6.91,738156543065.0,2,0.162,0,0.22763936507936508,0.0009445574844802869
0.68,447587548395.0,S-type,7.4,2.1,6.16,1.31,1.64,6.13,319698864.0,3,0.568,1,0.18123333333333336,2.6989780338325035e-07
1.37,1844840131486.0,C-type,4.55,36.75,5.79,1.73,2.39,41.55,595011800.0,3,0.482,1,0.2790690476190476,2.958129186634469e-07
13.86,3777037791181905.5,S-type,13.54,0.45,6.18,1.85,2.57,28.4,2736558645973.0,4,0.108,1,0.21166873015873017,0.003398313732592316
1.38,1892879659806.0,C-type,6.1,32.8,4.81,1.31,1.39,16.57,580308404.0,1,0.184,1,0.26519682539682543,6.623482887255618e-07
3.42,28973295931132.0,C-type,10.2,13.49,11.46,3.34,6.28,5.0,14454913491.0,6,0.327,0,0.18422238095238097,2.58676003261236e-06
8.67,925289450480142.0,S-type,12.08,4.29,5.5,1.56,1.86,49.21,1309410827169.0,6,0.276,0,0.24928523809523812,0.0020404894593107
1.4,1991750456117.0,C-type,7.52,11.11,4.78,0.86,0.78,11.5,1043762713.0,4,0.286,1,0.23956873015873018,1.846930189835747e-06
5.09,95050253687028.0,C-type,8.81,28.68,6.66,1.93,2.75,8.63,82206659180.0,8,0.066,0,0.3150260317460318,5.57255967795977e-05
0.9,2058447253757.0,M-type,51.55,0.67,6.57,1.67,2.24,30.4,8947600778.0,5,0.157,1,0.36990841269841274,4.0020690484493685e-05
2.18,28775381189053.0,M-type,70.47,0.01,7.73,2.67,4.43,11.97,122058248728.0,4,0.056,0,0.415925873015873,0.00039215810477723033
6.58,205669164188069.0,C-type,9.36,31.87,5.62,1.41,1.63,4.79,78464888653.0,7,0.23,1,0.33054206349206344,9.648073140426106e-05
0.66,210194176619.0,C-type,14.37,21.58,8.33,2.47,3.81,12.58,171559299.0,8,0.03,0,0.2921088888888889,1.0238858268585744e-07
7.6,317590549341205.0,C-type,8.58,15.04,6.26,2.06,3.21,6.52,149342446618.0,2,0.322,0,0.21223365079365084,0.0001068506711348471
4.38,60603814682755.0,C-type,7.29,13.91,9.89,2.9,4.94,1.1,24424173680.0,1,0.177,0,0.1407153968253968,4.667552420261196e-06
8.7,475334017521999.0,C-type,12.03,25.69,8.03,1.92,2.65,6.02,290823724495.0,6,0.25,0,0.277142380952381,0.0001857980583653653
5.86,145641015859438.0,C-type,16.18,23.02,6.18,1.28,1.38,7.99,67581833020.0,2,0.304,1,0.2677165079365079,0.00012556523697739353
23.03,1.7340925097797428e+16,S-type,11.37,3.78,7.29,2.11,3.09,4.83,19451807158797.0,8,0.375,0,0.24156603174603175,0.013292763866766092
5.21,200482560125430.0,S-type,13.32,3.18,2.3,1.14,1.24,19.3,170982478757.0,5,0.345,0,0.2855184126984127,0.0020097863654557086
2.68,27222915587954.0,S-type,7.25,2.18,4.94,0.76,0.66,6.54,10018499732.0,2,0.35,0,0.18719079365079364,1.6911045561843524e-05
5.19,101020647506613.0,C-type,1.71,19.98,5.26,1.33,1.57,17.86,15805922080.0,5,0.054,1,0.24719269841269845,4.192640519831146e-06
8.6,459862172837931.0,C-type,9.99,29.97,8.74,2.99,5.35,4.54,195466457334.0,2,0.535,0,0.22723507936507933,6.406606606444162e-05
4.75,77552115541707.0,C-type,1.76,19.9,9.09,3.99,7.92,25.21,12660809415.0,6,0.166,1,0.2035495238095238,5.404377904586954e-07
4.71,75277704661020.0,C-type,8.46,32.45,5.36,0.93,0.9,4.39,46383079683.0,8,0.253,1,0.3435074603174603,7.076649546496985e-05
1.93,5195972673673.0,C-type,1.62,20.39,7.05,2.75,4.5,1.87,923839682.0,2,0.285,0,0.18915793650793652,8.029751553758494e-08
2.02,11745565303022.0,S-type,17.23,0.56,10.46,3.67,7.06,32.78,11878257743.0,6,0.279,0,0.18783809523809525,4.005501536930994e-06
0.83,417143470379.0,C-type,4.14,31.37,6.17,1.13,1.15,6.14,94669897.0,6,0.379,0,0.2891938095238095,4.8335064640448946e-08
36.58,3.536684899395573e+16,C-type,3.69,22.88,9.24,3.35,6.09,49.68,6871558624923.0,1,0.285,0,0.16251111111111108,0.0006824961600300675
1.01,738707137966.0,C-type,9.21,27.59,6.3,1.04,0.92,19.14,303627812.0,9,0.418,0,0.32961,3.453741577638195e-07
1.95,10542981094867.0,S-type,9.97,0.87,5.73,1.74,2.3,22.92,7326757679.0,8,0.47,0,0.24952174603174604,8.11980157668936e-06
1.89,4897808008096.0,C-type,1.63,30.03,7.95,2.17,3.25,28.12,604445685.0,4,0.291,0,0.2274830158730159,4.917579116471494e-08
13.12,1630727760169453.0,C-type,3.49,25.48,4.03,1.17,1.45,13.33,285855656252.0,7,0.22,1,0.3106063492063492,0.0002830355119355903
3.15,22493695589798.0,C-type,6.54,30.05,10.54,3.26,5.92,13.45,6015115923.0,4,0.271,0,0.2101830158730159,8.312482584528522e-07
20.03,5807615644570925.0,C-type,7.15,20.26,7.51,1.81,2.4,33.96,2290302286817.0,8,0.444,0,0.2709831746031746,0.0010327337735728482
2.0,5757409698926.0,C-type,6.03,27.84,8.73,2.63,4.14,13.32,1775741768.0,2,0.12,0,0.20514793650793653,3.870454137398936e-07
6.26,348730018028560.0,S-type,24.4,5.77,5.0,1.2,1.19,6.8,351602110266.0,2,0.344,1,0.26570365079365077,0.0015586195377174116
1.64,3214926590704.0,C-type,10.9,18.01,9.82,4.11,8.2,19.46,2453192884.0,3,0.009,0,0.19067761904761904,5.426429944954438e-07
58.8,1.4691225397077037e+17,C-type,8.23,33.58,7.19,2.29,3.66,2.25,115338878205601.0,4,0.239,0,0.27539015873015876,0.05430944461660719
1.08,904565652287.0,C-type,5.22,29.84,8.61,2.25,3.4,35.01,375785743.0,6,0.187,0,0.25406666666666666,8.141812951184068e-08
6.5,764940671169444.0,M-type,45.52,0.72,7.44,2.16,3.11,35.6,1895663451194.0,5,0.498,1,0.3335098412698413,0.00492109214143837
9.59,636924221620248.0,C-type,15.06,30.26,5.98,2.26,3.31,31.77,503855967213.0,7,0.183,1,0.34336920634920637,0.0006506839707390721
7.36,288510265205251.0,C-type,6.21,32.53,6.91,2.52,3.9,30.81,165184415210.0,6,0.239,0,0.29038238095238095,6.1030743313380285e-05
3.59,65554606317306.0,S-type,22.84,2.19,7.38,1.56,1.89,11.39,61857695713.0,4,0.316,0,0.23694587301587303,0.00010132465785901713
3.84,157132468961058.0,M-type,70.35,0.06,5.53,1.02,1.16,11.19,857965108165.0,9,0.342,1,0.50258,0.009723418349910019
4.72,293584358101385.0,M-type,44.82,0.25,3.84,1.04,1.05,4.56,578235173866.0,7,0.129,1,0.40295063492063493,0.008578662408102733
3.76,75242170044503.0,S-type,3.9,3.7,5.0,1.88,2.44,49.33,49246347672.0,1,0.321,0,0.16638253968253966,2.6674749214713777e-05
14.25,2090207738126456.0,C-type,2.18,35.94,9.82,3.72,7.42,8.26,292225692556.0,8,0.325,0,0.2651431746031746,1.3996094841917216e-05
63.6,1.8589489670788813e+17,C-type,6.12,19.75,4.61,1.73,2.16,15.99,129252068982039.0,4,0.157,0,0.2623173015873016,0.12781288579331157
2.3,17166307998375.0,S-type,16.12,0.89,8.97,3.06,5.31,14.93,28996065235.0,7,0.389,1,0.21678492063492064,1.4308367261852465e-05
0.87,469429659915.0,C-type,4.89,30.72,8.98,1.76,2.47,4.17,133962188.0,2,0.667,0,0.20565650793650794,2.9432647529699696e-08
4.03,47334458592234.0,C-type,11.71,31.55,8.43,3.51,6.62,3.02,24239842178.0,3,0.075,0,0.2543947619047619,8.856315278022102e-06
99.05,1.3790048407026317e+18,S-type,13.45,1.1,7.29,2.24,3.3,12.24,1275562674931915.0,1,0.256,0,0.16406825396825395,0.6913344126723886
1.71,3603211283713.0,C-type,3.76,23.94,8.49,2.09,2.9,8.47,811922642.0,2,0.591,0,0.18779650793650796,1.3706564305449177e-07
32.04,2.3762747810719464e+16,C-type,6.39,30.54,9.6,2.92,4.9,11.34,7778638035333.0,5,0.224,0,0.2355926984126984,0.0013749195704935689
33.56,2.730368207077398e+16,C-type,5.8,30.51,7.3,2.23,3.23,28.57,5641224553361.0,2,0.357,0,0.23266650793650795,0.0018990687865269792
2.31,8865224341553.0,C-type,13.08,22.35,7.78,2.47,3.87,14.58,5349826897.0,6,0.177,0,0.27489380952380954,3.3316401076003684e-06
8.87,504411801467174.0,C-type,1.22,33.15,5.58,1.87,2.57,22.35,40054815361.0,6,0.364,1,0.2912823809523809,5.4684353582764484e-06
31.63,2.286315082128321e+16,C-type,12.09,25.96,7.04,2.15,3.15,17.4,17660581685452.0,6,0.319,0,0.2923352380952381,0.013583835113335793
2.84,16613141656850.0,C-type,2.02,31.38,5.39,1.07,1.11,9.46,3379612915.0,3,0.345,1,0.2585533333333333,1.1351943167200823e-06
3.51,31254539180870.0,C-type,4.56,34.39,10.58,3.24,5.72,5.47,10849199495.0,3,0.08,0,0.2036004761904762,1.0423777183134706e-06
2.23,8012498424170.0,C-type,1.69,28.69,8.96,3.29,5.99,15.06,1193256801.0,7,0.219,0,0.24260777777777776,5.855275022396529e-08
1.33,1685276567408.0,C-type,0.41,31.59,6.0,1.6,2.15,13.03,92232886.0,4,0.283,0,0.2551401587301587,4.040115724744715e-09
2.06,24216750369034.0,M-type,72.76,0.49,5.63,1.79,2.38,25.33,114300394546.0,6,0.754,0,0.47874809523809525,0.0009399728256103121
1.03,793635457616.0,C-type,3.32,21.23,11.35,4.06,8.17,10.8,217529374.0,8,0.145,0,0.20371603174603176,1.1079336462966677e-08
4.67,73534479239578.0,C-type,8.49,29.04,7.02,1.62,2.06,9.6,29253482239.0,3,0.122,0,0.25412761904761905,1.9235592503883662e-05
1.78,7988599155606.0,S-type,18.76,1.31,8.8,2.59,4.27,10.14,9423185450.0,9,0.312,1,0.25325571428571425,6.358715562305642e-06
5.93,150909934445720.0,C-type,13.18,31.9,5.89,2.03,2.8,5.84,102447939705.0,9,0.261,1,0.36427714285714285,0.00012844509647148033
0.69,926093010238.0,M-type,77.51,0.37,5.07,0.96,1.09,38.77,7129600505.0,3,0.155,1,0.4720547619047619,0.00010967992013386886
6.67,214052808177090.0,C-type,5.03,18.3,6.88,2.28,3.48,30.32,83388389767.0,6,0.718,0,0.24340095238095238,2.7015747349678716e-05
12.19,5039932568787222.0,M-type,43.66,1.81,6.0,0.99,0.99,4.62,18048724893227.0,5,0.25,1,0.34991126984126986,0.10435590678997678
0.41,49668000942.0,C-type,2.39,34.66,9.24,3.2,5.84,23.18,5022809.0,4,0.202,0,0.22598444444444443,3.3477369964750987e-10
7.02,491038581924090.0,S-type,13.83,2.48,4.86,1.69,2.08,2.78,461027897951.0,8,0.02,0,0.28222031746031745,0.0010030134302250681
19.55,5402744200211354.0,C-type,5.98,18.61,4.97,1.09,1.2,26.8,1799955606016.0,9,0.046,0,0.30874999999999997,0.0020828191272950648
1.05,3221142314453.0,M-type,78.46,0.45,8.84,2.69,4.46,6.98,14484408552.0,9,0.162,1,0.4889042857142858,3.941028866506586e-05
33.35,2.6804217094868268e+16,C-type,13.1,27.87,5.19,0.98,0.87,16.25,11821082719451.0,5,0.096,1,0.31742269841269843,0.028621912692684215
7.41,293983119642466.0,C-type,4.03,20.33,4.48,1.0,1.04,2.6,53392638930.0,5,0.391,0,0.26866555555555555,5.360295958287719e-05
1.92,19814243331161.0,M-type,50.47,0.77,10.75,4.17,8.53,4.67,64527185812.0,3,0.468,0,0.2839519047619048,5.450755752479077e-05
4.19,53212069250198.0,C-type,1.54,25.81,7.94,2.96,5.08,17.72,9431508118.0,9,0.274,0,0.27016142857142855,5.817890548144739e-07
8.76,485427914980121.0,C-type,2.61,33.35,6.44,1.92,2.74,6.95,73459414327.0,1,0.28,0,0.22960111111111112,1.5831787239809858e-05
4.91,85513420186837.0,C-type,7.88,34.21,6.77,2.31,3.46,6.22,33690514602.0,3,0.155,0,0.27076904761904763,1.7499463368556883e-05
8.55,452403955963689.0,C-type,8.91,34.55,6.42,1.23,1.39,37.21,382445362016.0,7,0.403,0,0.32535349206349207,0.00037067362917896063
1.48,2364647543735.0,C-type,4.73,26.33,6.13,2.02,2.85,71.43,619357685.0,7,0.213,0,0.2881163492063492,2.581515419104232e-07
5.49,119671786415371.0,C-type,20.21,23.26,5.4,1.14,1.15,25.78,122099083172.0,5,0.571,1,0.3290326984126985,0.00039535894528735404
0.82,787058156113.0,S-type,4.94,3.41,5.3,1.12,1.24,5.09,339748470.0,6,0.285,0,0.22094238095238095,2.818362146753792e-07
3.92,43581820174955.0,C-type,5.41,34.22,9.45,2.75,4.55,49.94,9322245101.0,4,0.587,0,0.23374444444444448,1.5059916731056797e-06
1.51,2511766791499.0,C-type,2.26,33.43,7.12,1.52,1.72,3.49,486552075.0,8,0.126,0,0.2965046031746032,8.607503766857425e-08
1.85,17752669991256.0,M-type,66.67,0.11,6.52,1.41,1.5,9.55,60324855396.0,4,0.279,1,0.41831158730158735,0.0003924906176822676
19.75,1.0936427648248012e+16,S-type,9.26,3.15,7.77,2.21,3.36,12.73,7186278681204.0,6,0.094,0,0.2021566666666667,0.003427862619422065
16.6,3306912818536336.0,C-type,13.85,17.57,4.73,1.39,1.52,56.78,2806372608213.0,5,0.246,0,0.296094126984127,0.007242712387942827
9.31,582862407662446.0,C-type,8.06,31.1,5.27,1.67,2.18,25.28,472800641919.0,6,0.334,1,0.31692095238095236,0.0005137703519912018
1.21,1274721805412.0,C-type,1.27,23.56,9.89,3.87,7.61,8.41,97590178.0,3,0.222,0,0.167807619047619,2.6018861306937294e-09
3.07,20821445659871.0,C-type,1.91,24.59,5.74,1.0,0.96,5.72,3923072209.0,3,0.118,1,0.2327433333333333,1.1371182815954045e-06
19.22,5126639399660188.0,C-type,1.22,31.13,10.2,3.57,6.93,27.16,737776366543.0,7,0.046,0,0.23033349206349207,1.8930579797691188e-05
5.31,108335707076192.0,C-type,2.96,14.08,12.87,4.5,9.56,7.95,17704500965.0,1,0.07,0,0.08133396825396827,5.752484970916929e-07
72.47,2.750313196292121e+17,C-type,4.16,23.82,6.05,1.02,1.11,14.49,84992764641862.0,1,0.166,0,0.21278253968253966,0.046712193336866145
7.18,268002990119304.0,C-type,2.08,17.74,4.43,1.08,1.15,4.07,67619599732.0,1,0.705,0,0.20936539682539682,3.445542897417658e-05
5.64,500606588110225.0,M-type,67.28,0.09,7.84,2.4,3.7,19.21,1657057111904.0,6,0.145,1,0.4240566666666667,0.005320550409841466
3.09,82403214645775.0,M-type,52.02,0.03,4.47,0.74,0.63,18.01,301308520512.0,4,0.32,1,0.38875730158730165,0.004498216195893207
5.26,105193464411384.0,C-type,6.79,32.22,6.55,1.94,2.85,4.51,46243585825.0,6,0.255,0,0.29691523809523807,2.4893498790287072e-05
3.73,37568371196773.0,C-type,9.31,34.71,5.09,1.31,1.61,27.81,22723185519.0,1,0.263,1,0.27976682539682546,3.534790465566926e-05
10.48,832343446459281.0,C-type,4.71,28.4,10.68,3.25,6.05,18.99,299192020413.0,4,0.352,0,0.1959130158730159,2.906920575493553e-05
14.13,3999991007495830.5,S-type,6.77,3.03,6.18,1.57,1.98,22.02,2264329338672.0,4,0.317,0,0.19232873015873017,0.0015605557005346877
1.75,3840074847560.0,C-type,6.88,22.32,7.18,2.08,2.92,9.0,1764202227.0,2,0.103,0,0.21413079365079368,7.64428786627127e-07
0.91,539353155823.0,C-type,3.96,13.33,7.31,2.55,4.04,14.06,101803617.0,1,0.16,0,0.16251253968253968,2.1251778597227492e-08
0.49,171972569995.0,S-type,12.79,3.46,8.28,2.3,3.38,12.82,151668201.0,8,0.219,0,0.23214317460317463,8.574137579445143e-08
8.24,795274889940182.0,S-type,12.99,3.57,5.71,1.86,2.61,10.82,585624690935.0,6,0.209,0,0.2477652380952381,0.0008154797653284274
1.19,4722432078449.0,M-type,61.53,0.43,8.68,2.61,4.16,13.96,12657863735.0,4,0.176,0,0.3678544444444445,2.8634820228128223e-05
0.34,28005559951.0,C-type,7.68,29.43,5.37,0.94,0.61,33.29,10430257.0,2,0.177,1,0.2645179365079365,1.431877698839357e-08
7.14,263469310393089.0,C-type,6.11,27.03,8.5,2.96,5.33,28.79,101606224307.0,5,0.189,0,0.23965698412698413,2.169820332269398e-05
89.26,5.13935052036847e+17,C-type,1.7,21.95,6.55,1.62,2.0,4.73,78998484961330.0,9,0.306,1,0.2790785714285714,0.011876875641974536
4.45,245326122692867.0,M-type,68.47,0.34,8.11,2.46,3.81,26.8,708152642691.0,7,0.231,1,0.43682063492063494,0.0021283700999348816
12.26,2613605172978160.0,S-type,11.64,2.33,6.6,1.82,2.63,31.59,1542196325052.0,4,0.079,0,0.20370873015873017,0.0014602880414099169
4.94,87325245896089.0,C-type,0.71,30.6,5.84,1.41,1.56,10.79,9299479524.0,5,0.215,1,0.26676698412698413,8.032931803750391e-07
3.98,45560957942027.0,C-type,2.17,28.48,6.58,1.76,2.45,18.3,8400450378.0,8,0.117,1,0.2890088888888889,1.5254609829048533e-06
13.5,1778862251813774.0,C-type,1.98,30.23,7.35,2.11,3.01,18.09,345307634796.0,5,0.137,0,0.24916555555555556,4.069372700367072e-05
3.16,44922136561165.0,S-type,18.97,1.16,7.6,2.27,3.29,6.17,77763847262.0,6,0.285,1,0.2374552380952381,7.81003846582364e-05
6.18,656587554636752.0,M-type,68.29,0.5,6.15,2.13,3.28,8.97,3251801537173.0,6,0.319,1,0.4534695238095238,0.018584240173286103
6.59,207092596244089.0,C-type,4.0,16.97,5.59,1.37,1.7,22.21,45698677805.0,8,0.334,0,0.27594174603174604,2.4682338536486155e-05
2.01,5870432334585.0,C-type,4.81,29.95,5.62,1.18,1.37,8.19,1765488960.0,5,0.052,1,0.28435984126984126,1.2333339599051732e-06
14.74,2313244524527076.0,C-type,5.54,30.31,5.55,1.22,1.39,26.59,1245235709272.0,1,0.203,1,0.24491539682539684,0.0010083316877784253
3.63,133565046098432.0,M-type,71.93,0.68,7.28,1.66,2.2,34.6,1345761959517.0,4,0.53,1,0.43020444444444444,0.006843009219345689
1.81,8408444322108.0,S-type,15.92,2.81,8.51,2.45,3.7,30.42,9623333898.0,3,0.049,1,0.18387190476190476,6.131815392548855e-06
8.53,881261574624950.0,S-type,1.86,2.25,7.18,2.52,4.02,59.37,303413987643.0,2,0.319,0,0.13384079365079368,3.109927304459268e-05
1.52,2561438926744.0,C-type,4.87,30.21,5.73,1.45,1.65,11.33,934720372.0,7,0.2,1,0.3060306349206349,5.65894167956598e-07
4.64,71988478279809.0,C-type,11.19,29.8,6.41,1.86,2.4,14.04,44189847952.0,7,0.178,0,0.3203663492063492,4.2078607981782967e-05
4.43,62942746524559.0,C-type,5.72,24.3,4.95,0.98,1.01,15.75,29976714676.0,8,0.245,0,0.31395460317460316,3.534246205241716e-05
16.5,3243077335046416.0,C-type,5.06,24.32,6.13,1.57,2.07,11.61,1329316479752.0,5,0.38,0,0.261184126984127,0.0006962635062730729
7.92,705447737499639.0,S-type,12.44,2.57,6.49,1.44,1.69,18.8,644818404713.0,1,0.433,0,0.1758668253968254,0.0007802057643919147
4.35,116725146977112.0,S-type,26.24,2.1,5.78,1.3,1.46,3.1,160452514941.0,6,0.523,1,0.2953552380952381,0.0005477821694440999
11.96,4761901761187263.0,M-type,61.97,0.12,8.13,1.95,2.61,14.35,11763144030299.0,6,0.231,1,0.3987638095238095,0.036703490266082064
23.77,3.739120878088515e+16,M-type,64.39,0.06,11.1,3.93,7.8,4.05,187226739553991.0,8,0.156,1,0.38805746031746036,0.18104519150036918
8.75,484525963755270.0,C-type,2.23,29.91,5.98,1.91,2.71,5.64,83438500531.0,2,0.44,1,0.2354436507936508,1.788018937540757e-05
4.54,132580297793029.0,S-type,8.43,0.78,8.65,3.06,5.43,21.9,66025385826.0,9,0.238,0,0.21248857142857144,1.8322144132936677e-05
0.93,2229624718216.0,M-type,67.36,0.99,9.11,2.75,4.62,10.39,6621576517.0,6,0.138,0,0.40893380952380953,1.4331523058298499e-05
1.25,2760770657380.0,S-type,16.4,0.92,4.33,1.47,1.73,21.29,3434788260.0,1,0.359,1,0.21761396825396825,1.21637764678626e-05
3.11,21676852369313.0,C-type,11.42,32.82,6.9,2.62,4.18,10.21,8326024359.0,9,0.126,1,0.34556857142857145,5.516909134956955e-06
2.16,7248611896743.0,C-type,7.1,25.94,11.1,4.04,8.21,29.52,3210924352.0,8,0.175,0,0.2365374603174603,3.6712321579048406e-07
3.58,33180329820148.0,C-type,4.62,30.09,6.12,1.08,1.21,10.06,12014810159.0,1,0.352,0,0.23243253968253966,7.125103251604267e-06
4.8,307471822716127.0,M-type,66.38,0.5,9.81,2.75,4.55,2.55,1493628906914.0,8,0.197,1,0.4157660317460318,0.0027435620227333497
8.46,437881283532522.0,C-type,12.37,33.6,6.38,1.8,2.37,14.59,260368430895.0,7,0.156,0,0.3369149206349206,0.00028255128061111233
4.12,50463904320200.0,C-type,6.76,18.62,6.81,1.38,1.73,2.15,13464158066.0,5,0.173,0,0.24116984126984128,8.246182192291939e-06
8.03,374825218591938.0,C-type,10.82,30.52,7.49,2.21,3.24,3.81,264079921394.0,6,0.392,0,0.29450666666666664,0.00015865710394557755
4.84,82036298102581.0,C-type,8.75,35.46,5.94,2.23,3.41,6.01,57354048943.0,4,0.253,1,0.3009673015873016,4.4033900977171054e-05
0.42,53044413643.0,C-type,4.67,19.55,11.99,4.5,9.53,5.44,12657597.0,9,0.693,0,0.20604428571428574,7.475962064313386e-10
1.45,2211003529129.0,C-type,5.65,11.86,5.18,1.4,1.55,7.88,855410738.0,9,0.318,0,0.28418,7.505026348873147e-07
3.77,38719320577768.0,C-type,12.63,34.12,7.73,1.9,2.79,5.29,42403781923.0,1,0.073,0,0.25356253968253967,3.0906102880680346e-05
1.05,835397885172.0,C-type,5.3,9.28,6.75,1.89,2.61,3.96,291389380.0,9,0.267,0,0.2526114285714286,1.1728545988935292e-07
9.21,1107280711882548.0,S-type,11.22,3.91,4.51,1.39,1.58,41.82,748230077370.0,3,0.577,0,0.22551476190476194,0.0017254497014132122
